dataset_id	dataset_doi	dataset_type	dataset_name	citation_curie	citation_relationship	citation_type	citation_comment	citation_citation	citation_source
33	10.26275/ryft-516s	Dataset	High resolution manometry	doi:10.17504/protocols.io.36wgq9zeolk5/v1	IsDocumentedBy	Protocol		"not provided, Phil. dinning. (2019). Protocol for High Resolution Manometry v1. https://doi.org/10.17504/protocols.io.36wgq9zeolk5/v1
"	SPARC
329	10.26275/3q5o-leo5	Dataset	Effect of chronic gastric electrical stimulation on the feeding behavior of diet-induced obese male Sprague-Dawley rats consuming a 45% high-fat diet	doi:10.17504/protocols.io.b2qgqdtw	IsDocumentedBy	Protocol		"Protocol for chronic implantation of patch electrodes on the gastric muscle wall of the rat v1. (2021). https://doi.org/10.17504/protocols.io.b2qgqdtw
"	SPARC
330	10.26275/pa9i-likc	Dataset	Ussing chamber experiments for distension evoked secretion in human colon	doi:10.17504/protocols.io.8epv5joqdl1b/v1	IsDocumentedBy	Protocol		"Ussing chamber experiments for distension evoked secretion in mucosa/submucosa preparations from human colon v1. (2023). https://doi.org/10.17504/protocols.io.8epv5joqdl1b/v1
"	SPARC
331	10.26275/rhda-nblc	Dataset	CLARITY and 3D imaging with high resolution and deep scanning of innervation in the pig colon by using SP8 DIVE fully tunable spectral multiphoton microscope	doi:10.17504/protocols.io.4r9gv96	IsDocumentedBy	Protocol		"pq Yuan, P.-Q., & TachÃ©, Y. (2019). Tache_Yuan_OT2OD024899_CLARITYAnd3DImagingOfColonicENSintheMouseAndPig_1_2019-Pig_Protocol v1. https://doi.org/10.17504/protocols.io.4r9gv96
"	SPARC
332	10.26275/aqri-vyb4	Dataset	Targets of sympathetic nerves in myenteric plexus of human colon	doi:10.17504/protocols.io.dm6gp3bx8vzp/v1	IsDocumentedBy	Protocol		"R Parker, D. (2023). Targets of sympathetic nerves in myenteric plexus of human colon v1. https://doi.org/10.17504/protocols.io.dm6gp3bx8vzp/v1
"	SPARC
332	10.26275/aqri-vyb4	Dataset	Targets of sympathetic nerves in myenteric plexus of human colon	doi:10.1242/jcs.261950	Cites	Work		"Sorensen, L., Humenick, A., Poon, S. S. B., Han, M. N., Mahdavian, N. S., Rowe, M. C., Hamnett, R., GÃ³mez-de-Mariscal, E., Neckel, P. H., Saito, A., Mutunduwe, K., Glennan, C., Haase, R., McQuade, R. M., Foong, J. P. P., Brookes, S. J. H., Kaltschmidt, J. A., MuÃ±oz-Barrutia, A., King, S. K., â¦ Rajasekhar, P. (2024). Gut Analysis Toolbox â automating quantitative analysis of enteric neurons. Journal of Cell Science, 137(20). https://doi.org/10.1242/jcs.261950
"	Datacite
290	10.26275/puzi-xtm3	Dataset	Antibodies tested in the colon – Human	doi:10.17504/protocols.io.4r9gv96	IsDocumentedBy	Protocol		"pq Yuan, P.-Q., & TachÃ©, Y. (2019). Tache_Yuan_OT2OD024899_CLARITYAnd3DImagingOfColonicENSintheMouseAndPig_1_2019-Pig_Protocol v1. https://doi.org/10.17504/protocols.io.4r9gv96
"	SPARC
290	10.26275/puzi-xtm3	Dataset	Antibodies tested in the colon – Human	doi:10.17504/protocols.io.bfqmjmu6	IsDocumentedBy	Protocol		"Quantitative analysis of enteric neurons containing choline acetyltransferase and nitric oxide synthase immunoreactivities in the submucosal and myenteric plexuses of the porcine colon v1. (2020). https://doi.org/10.17504/protocols.io.bfqmjmu6
"	SPARC
290	10.26275/puzi-xtm3	Dataset	Antibodies tested in the colon – Human	doi:10.17504/protocols.io.b4qrqvv6	IsDocumentedBy	Protocol		"Immunohistochemistry of porcine enteric neurons v1. (2022). https://doi.org/10.17504/protocols.io.b4qrqvv6
"	SPARC
286	10.26275/litx-swak	Dataset	Scaffold map - Quantification of rat gastric enteroendocrine cells	doi:10.17504/protocols.io.n2bvj6o35lk5/v3	IsDocumentedBy	Protocol		"Scaffold Mapping Protocol - Version 1.1.1 v3. (2022). https://doi.org/10.17504/protocols.io.n2bvj6o35lk5/v3
"	SPARC
333	10.26275/efbj-8evl	Dataset	Stimulation of the pig vagus nerve to modulate target effect versus side effect	doi:10.17504/protocols.io.yxmvm2wzbg3p/v2	IsDocumentedBy	Protocol		"L Blanz, S. (2023). Spatially selective stimulation of the pig vagus nerve to modulate target effect versus side effect v2. https://doi.org/10.17504/protocols.io.yxmvm2wzbg3p/v2
"	SPARC
126	10.26275/xnv0-gtsj	Dataset	Optogenetic activation of nitrergic and cholinergic neurons of murine colonic myenteric plexus	doi:10.17504/protocols.io.82fhybn	IsDocumentedBy	Protocol		"Imaging and stimulating enteric neurons in the murine large intestine v1. (2019). https://doi.org/10.17504/protocols.io.82fhybn
"	SPARC
336	10.26275/swkm-bzmg	Dataset	Calcium imaging tension recording and pellet transit in mouse colon in response to stimulation of the pelvic nerve (PNS)	doi:10.17504/protocols.io.ewov1nmxpgr2/v1	IsDocumentedBy	Protocol		"Gould, T. (2022). Measuring tension, pellet transit, and calcium imaging within cell subtypes in response to pelvic nerve stimulation v1. https://doi.org/10.17504/protocols.io.ewov1nmxpgr2/v1
"	SPARC
337	10.26275/gfwu-pi0p	Dataset	MicroCT imaging of the fascicular structure in the porcine right and left cervical vagus nerve	doi:10.17504/protocols.io.ewov1qd2ygr2/v1	IsDocumentedBy	Protocol		"Kronsteiner, B., Haberbusch, M., & Moscato, F. (2023). MicroCT Imaging of the Fascicular Structure in the Porcine Right and Left Cervical Vagus Nerve v1. https://doi.org/10.17504/protocols.io.ewov1qd2ygr2/v1
"	SPARC
338	10.26275/8zuc-gst1	Dataset	Mid-lumbar (L3) epidural stimulation effects on bladder and external urethral sphincter in non-injured and chronically transected urethane-anesthetized rats	doi:10.17504/protocols.io.bp2l6xdk5lqe/v2	IsDocumentedBy	Protocol		"Medina Aguinaga, D., Hoey, R., L. Wilkins, N., Ugiliweneza, B., Fell, J., J. Harkema, S., & H. Hubscher, C. (2023). Mid-lumbar (L3) epidural stimulation effects on bladder and external urethral sphincter in non-injured and chronically transected urethane-anesthetized rats v2. https://doi.org/10.17504/protocols.io.bp2l6xdk5lqe/v2
"	SPARC
292	10.26275/3vqo-xux0	Dataset	Scaffold map - Mapping of human gastric enteroendocrine cells	doi:10.17504/protocols.io.n2bvj6o35lk5/v3	IsDocumentedBy	Protocol		"Scaffold Mapping Protocol - Version 1.1.1 v3. (2022). https://doi.org/10.17504/protocols.io.n2bvj6o35lk5/v3
"	SPARC
345	10.26275/d488-z2q8	Dataset	Identification of lung innervating sensory neurons and their target specificity in mouse (2)	doi:10.17504/protocols.io.bw3gpgjw	IsDocumentedBy	Protocol		"Verheyden, J. (2021). Cubic Clearing and Whole Mount Imaging of Mouse Lung Lobes v1. https://doi.org/10.17504/protocols.io.bw3gpgjw
"	SPARC
345	10.26275/d488-z2q8	Dataset	Identification of lung innervating sensory neurons and their target specificity in mouse (2)	doi:10.1152/ajplung.00376.2021	Describes	Originating Publication		"Su, Y., Barr, J., Jaquish, A., Xu, J., Verheyden, J. M., & Sun, X. (2022). Identification of lung innervating sensory neurons and their target specificity. American Journal of Physiology-Lung Cellular and Molecular Physiology, 322(1), L50âL63. https://doi.org/10.1152/ajplung.00376.2021
"	SPARC
347	10.26275/rmcz-jfoq	Dataset	Anterograde tracing of spinal afferent innervation in flat-mounts of the rat stomach	doi:10.17504/protocols.io.rm7vzb9dxvx1/v1	IsDocumentedBy	Protocol		"Anterograde tracing of spinal afferent innervation in rat stomach flat-mounts v1. (2023). https://doi.org/10.17504/protocols.io.rm7vzb9dxvx1/v1
"	SPARC
348	10.26275/iv1j-x1g4	Dataset	Characterization of projections of long interneurons in human colon	doi:10.17504/protocols.io.btwinpce	IsDocumentedBy	Protocol		"Protocol for &amp;#34;Characterization of projections of long interneurons in human colon&amp;#34; - Brookes Lab v1. (2021). https://doi.org/10.17504/protocols.io.btwinpce
"	SPARC
350	10.26275/ekv2-ohrk	Dataset	Fecobionics study in healthy human subjects	doi:10.17504/protocols.io.5qpvor1ybv4o/v1	IsDocumentedBy	Protocol		"Wang, Y. (2023). Fecobionics Test in Normal Subjects v1. https://doi.org/10.17504/protocols.io.5qpvor1ybv4o/v1
"	SPARC
351	10.26275/j48r-vn5s	Dataset	Pilot Fecobionics study in healthy human subjects	doi:10.17504/protocols.io.5qpvor1ybv4o/v1	IsDocumentedBy	Protocol		"Wang, Y. (2023). Fecobionics Test in Normal Subjects v1. https://doi.org/10.17504/protocols.io.5qpvor1ybv4o/v1
"	SPARC
352	10.26275/uco6-ktjq	Dataset	Mouse genetic models to manipulate enterochromaffin cell activity - Murine Organoid ELISA	doi:10.17504/protocols.io.8epv5jz54l1b/v1	IsDocumentedBy	Protocol		"Tohara, K. (2022). Mouse genetic models to manipulate enterochromaffin cell activity - Murine Organoid ELISA v1. https://doi.org/10.17504/protocols.io.8epv5jz54l1b/v1
"	SPARC
324	10.26275/wglu-jiud	Dataset	Validated computational models predict vagus nerve stimulation thresholds in preclinical animals and humans	doi:10.1088/1741-2552/acda64	Cites	Work		"Musselman, E. D., Pelot, N. A., & Grill, W. M. (2023). Validated computational models predict vagus nerve stimulation thresholds in preclinical animals and humans. Journal of Neural Engineering, 20(3), 036032. https://doi.org/10.1088/1741-2552/acda64
"	OCI
324	10.26275/wglu-jiud	Dataset	Validated computational models predict vagus nerve stimulation thresholds in preclinical animals and humans	doi:10.1038/s41467-024-51709-8	Cites	Work		"Hussain, M. A., Grill, W. M., & Pelot, N. A. (2024). Highly efficient modeling and optimization of neural fiber responses to electrical stimulation. Nature Communications, 15(1). https://doi.org/10.1038/s41467-024-51709-8
"	Datacite
305	10.26275/df7j-e48n	Dataset	Pig-specific computational models of monopolar vagus nerve stimulation with a six-contact cuff electrode	doi:10.17504/protocols.io.yxmvm2wzbg3p/v1	IsDocumentedBy	Protocol		"L Blanz, S. (2023). Spatially selective stimulation of the pig vagus nerve to modulate target effect versus side effect v1. https://doi.org/10.17504/protocols.io.yxmvm2wzbg3p/v1
"	SPARC
305	10.26275/df7j-e48n	Dataset	Pig-specific computational models of monopolar vagus nerve stimulation with a six-contact cuff electrode	doi:10.1038/s41467-024-51709-8	Cites	Work		"Hussain, M. A., Grill, W. M., & Pelot, N. A. (2024). Highly efficient modeling and optimization of neural fiber responses to electrical stimulation. Nature Communications, 15(1). https://doi.org/10.1038/s41467-024-51709-8
"	Datacite
311	10.26275/7mdx-asxc	Dataset	Histology-based computational models of implanted human cervical vagus nerve stimulation with the LivaNova helical cuff electrode	doi:10.1088/1741-2552/acc42b	Cites	Work		"Davis, C. J., Musselman, E. D., Grill, W. M., & Pelot, N. A. (2023). Fibers in smaller fascicles have lower activation thresholds with cuff electrodes due to thinner perineurium and smaller cross-sectional area. Journal of Neural Engineering, 20(2), 026032. https://doi.org/10.1088/1741-2552/acc42b
"	OCI
29	10.26275/sp7z-ylun	Dataset	Molecular phenotype distribution of single rat intracardiac neurons	doi:10.17504/protocols.io.bfxvjpn6	IsDocumentedBy	Protocol		"Robbins, S., Moss, A., Nieves, S., & Achanta, S. (2020). Molecular Phenotype Distribution of Single Rat ICN Neurons - Heart B v2. https://doi.org/10.17504/protocols.io.bfxvjpn6
"	SPARC
29	10.26275/sp7z-ylun	Dataset	Molecular phenotype distribution of single rat intracardiac neurons	doi:10.17504/protocols.io.w56fg9e	Cites	Work		"Molecular Phenotype Distribution of Single Rat ICN Neurons - Heart B v1. (2019). https://doi.org/10.17504/protocols.io.w56fg9e
"	Datacite
29	10.26275/sp7z-ylun	Dataset	Molecular phenotype distribution of single rat intracardiac neurons	doi:10.1016/j.isci.2020.101140	Cites	Work		"Achanta, S., Gorky, J., Leung, C., Moss, A., Robbins, S., Eisenman, L., Chen, J., Tappan, S., Heal, M., Farahani, N., Huffman, T., England, S., Cheng, Z. (Jack), Vadigepalli, R., & Schwaber, J. S. (2020). A Comprehensive Integrated Anatomical and Molecular Atlas of Rat Intrinsic Cardiac Nervous System. IScience, 23(6), 101140. https://doi.org/10.1016/j.isci.2020.101140
"	K-Core
354	10.26275/ahqc-ldar	Dataset	Identification of lung innervating sensory neurons and their target specificity in mouse (3)	doi:10.17504/protocols.io.bw3gpgjw	IsDocumentedBy	Protocol		"Verheyden, J. (2021). Cubic Clearing and Whole Mount Imaging of Mouse Lung Lobes v1. https://doi.org/10.17504/protocols.io.bw3gpgjw
"	SPARC
226	10.26275/eefp-azay	Dataset	High-throughput segmentation of rat unmyelinated axons by deep learning	doi:10.1038/s41598-022-04854-3	Cites	Work		"Plebani, E., Biscola, N. P., Havton, L. A., Rajwa, B., Shemonti, A. S., Jaffey, D., Powley, T., Keast, J. R., Lu, K.-H., & Dundar, M. M. (2022). High-throughput segmentation of unmyelinated axons by deep learning. Scientific Reports, 12(1). https://doi.org/10.1038/s41598-022-04854-3
"	OCI
226	10.26275/eefp-azay	Dataset	High-throughput segmentation of rat unmyelinated axons by deep learning	doi:10.17504/protocols.io.xpxfmpn	Cites	Work		"Biscola, N., & Havton, L. (2019). Nerve tissue processing for transmission electron microscopy (TEM) v1. https://doi.org/10.17504/protocols.io.xpxfmpn
"	Datacite
226	10.26275/eefp-azay	Dataset	High-throughput segmentation of rat unmyelinated axons by deep learning	doi:10.17504/protocols.io.bzwcp7aw	Cites	Work		"Collection of rat vagal tissue samples for TEM imaging v1. (2021). https://doi.org/10.17504/protocols.io.bzwcp7aw
"	Datacite
226	10.26275/eefp-azay	Dataset	High-throughput segmentation of rat unmyelinated axons by deep learning	doi:10.17504/protocols.io.b2ssqeee	Cites	Work		"R Keast, J., & Osborne, P. (2021). Intracardiac perfusion with fixative for ultrastructural neuroanatomical studies v1. https://doi.org/10.17504/protocols.io.b2ssqeee
"	Datacite
226	10.26275/eefp-azay	Dataset	High-throughput segmentation of rat unmyelinated axons by deep learning	doi:10.26275/k0mx-jcth	Cites	Work		Havton, L. A., Biscola, N. P., Plebani, E., Rajwa, B., Shemonti, A., Jaffey, D., Powley, T. L., Keast, J. R., Lu, K.-H., &amp; Dundar, M. (2022). <i>High-throughput segmentation of rat unmyelinated axons by deep learning</i> (Version 1) [Data set]. SPARC Portal. https://doi.org/10.26275/K0MX-JCTH	Datacite
357	10.26275/jh8n-lwdl	Dataset	Reflex voiding in rat occurs at consistent bladder volume regardless of pressure or infusion rate	doi:10.17504/protocols.io.n2bvj3xoblk5/v1	IsDocumentedBy	Protocol		"J Jaskowak, D. (2023). Single-fill cystometry at varying bladder infusion rates in urethane anesthetized rats v1. https://doi.org/10.17504/protocols.io.n2bvj3xoblk5/v1
"	SPARC
353	10.26275/hhnz-div3	Dataset	Mapping of dorsal root ganglia sensory nerve populations in the mouse lung	doi:10.17504/protocols.io.3byl4b6kjvo5/v1	IsDocumentedBy	Protocol		"Kim, S.-H. (2022). Dissection and immunohistochemistry of mouse lung v1. https://doi.org/10.17504/protocols.io.3byl4b6kjvo5/v1
"	SPARC
353	10.26275/hhnz-div3	Dataset	Mapping of dorsal root ganglia sensory nerve populations in the mouse lung	doi:10.17504/protocols.io.n92ldz6z9v5b/v1	IsDocumentedBy	Protocol		"Kim, S.-H. (2022). Intraganglionic injection of AAV into thoracic dorsal root ganglia in mice v1. https://doi.org/10.17504/protocols.io.n92ldz6z9v5b/v1
"	SPARC
362	10.26275/qdv4-0vx5	Dataset	Chronic intermittent hypoxia remodels catecholaminergic innervation in mouse atria	doi:10.17504/protocols.io.14egn3jmzl5d/v1	IsDocumentedBy	Protocol		"Bizanti, A., Zhang, Y., Toledo, Z., & Bendowski, K. (2023). Chronic intermittent hypoxia remodels catecholaminergic innervation in mouse atria v1. https://doi.org/10.17504/protocols.io.14egn3jmzl5d/v1
"	SPARC
367	10.26275/tlgo-dfke	Dataset	Quantification of thickness of the gastric muscle in the rat stomach	doi:10.17504/protocols.io.bybtpsnn	IsDocumentedBy	Protocol		"R. Di Natale, M., Patten, L., Stebbing, M., & Furness, J. (2021). Histological quantification of thickness of the mucosal and muscle layers of the rat stomach v1. https://doi.org/10.17504/protocols.io.bybtpsnn
"	SPARC
368	10.26275/yv7l-9fst	Dataset	Synaptic components function and modulation characterized by GCaMP6f calcium imaging in cholinergic myenteric ganglion neurons	doi:10.1016/j.jcmgh.2021.08.016	Describes	Originating Publication		"Nestor-Kalinoski, A., Smith-Edwards, K. M., Meerschaert, K., Margiotta, J. F., Rajwa, B., Davis, B. M., & Howard, M. J. (2022). Unique Neural Circuit Connectivity of Mouse Proximal, Middle, and Distal Colon Defines Regional Colonic Motor Patterns. Cellular and Molecular Gastroenterology and Hepatology, 13(1), 309-337.e3. https://doi.org/10.1016/j.jcmgh.2021.08.016
"	SPARC
373	10.26275/86ve-meck	Dataset	Distribution and morphology of calcitonin gene-related peptide (CGRP) innervation in flat mounts of whole rat atria and ventricles	doi:10.17504/protocols.io.3byl4qd38vo5/v1	IsDocumentedBy	Protocol		"Chen, J. (2023). Distribution and Morphology of Calcitonin Gene-Related Peptide (CGRP) Innervation in Flat Mounts of Whole Rat Atria and Ventricles v1. https://doi.org/10.17504/protocols.io.3byl4qd38vo5/v1
"	SPARC
375	10.26275/eauv-gxwl	Dataset	Electrocardiogram recordings in mice during vagus nerve stimulation	doi:10.17504/protocols.io.5jyl8pop7g2w/v1	IsDocumentedBy	Protocol		"Huffman, W., A Pelot, N., & Grill, W. (2024). Acute testing of temporal patterns of vagus nerve stimulation on physiological outcomes in mouse v1. https://doi.org/10.17504/protocols.io.5jyl8pop7g2w/v1
"	SPARC
376	10.26275/2xys-dleh	Dataset	Electromyogram recordings in mice during vagus nerve stimulation	doi:10.17504/protocols.io.5jyl8pop7g2w/v1	IsDocumentedBy	Protocol		"Huffman, W., A Pelot, N., & Grill, W. (2024). Acute testing of temporal patterns of vagus nerve stimulation on physiological outcomes in mouse v1. https://doi.org/10.17504/protocols.io.5jyl8pop7g2w/v1
"	SPARC
379	10.26275/ixhd-0pfa	Dataset	A mathematical model for simulating the neural regulation of phasic contractions and slow waves in the distal stomach	doi:10.6084/m9.figshare.23624622	Cites	Work		"Athavale, O., Avci, R., Clark, A., Wang, X., Di Natale, M., FURNESS, J. O. H. N., Liu, Z., Cheng, L., &amp; Du, P. (2024). <i>Model and analysis source code for ""Neural regulation of slow waves and phasic contractions in the distal stomach: A mathematical model""</i>. figshare. https://doi.org/10.6084/M9.FIGSHARE.23624622"	Datacite
379	10.26275/ixhd-0pfa	Dataset	A mathematical model for simulating the neural regulation of phasic contractions and slow waves in the distal stomach	doi:10.6084/m9.figshare.23624622.v2	Cites	Work		"Athavale, O., Avci, R., Clark, A., Wang, X., Di Natale, M., FURNESS, J. O. H. N., Liu, Z., Cheng, L., &amp; Du, P. (2024). <i>Model and analysis source code for ""Neural regulation of slow waves and phasic contractions in the distal stomach: A mathematical model""</i>. figshare. https://doi.org/10.6084/M9.FIGSHARE.23624622.V2"	Datacite
379	10.26275/ixhd-0pfa	Dataset	A mathematical model for simulating the neural regulation of phasic contractions and slow waves in the distal stomach	doi:10.6084/m9.figshare.23624622.v3	Cites	Work		"Athavale, O., Avci, R., Clark, A., Wang, X., Di Natale, M., FURNESS, J. O. H. N., Liu, Z., Cheng, L., &amp; Du, P. (2024). <i>Model and analysis source code for ""Neural regulation of slow waves and phasic contractions in the distal stomach: A mathematical model""</i>. figshare. https://doi.org/10.6084/M9.FIGSHARE.23624622.V3"	Datacite
381	10.26275/zphj-6qnb	Dataset	Mapping of vagal sensory nerve populations and their brainstem projections in mice	doi:10.17504/protocols.io.baumieu6	IsDocumentedBy	Protocol		"Taylor-Clark, T., & Kim, S.-H. (2019). Dissection and immunohistochemistry of mouse vagal ganglia v3. https://doi.org/10.17504/protocols.io.baumieu6
"	SPARC
381	10.26275/zphj-6qnb	Dataset	Mapping of vagal sensory nerve populations and their brainstem projections in mice	doi:10.17504/protocols.io.4r3l275y3g1y/v1	IsDocumentedBy	Protocol		"Kim, S.-H. (2022). Dissection and immunohistochemistry of mouse brainstem v1. https://doi.org/10.17504/protocols.io.4r3l275y3g1y/v1
"	SPARC
230	10.26275/cljd-yjqy	Dataset	Calcitonin gene-related peptide - immunoreactive (CGRP-IR) axon innervation of mouse stomach	doi:10.17504/protocols.io.6qpvr6k7zvmk/v1	IsDocumentedBy	Protocol		"Mapping CGRP-IR innervation of male mice stomach with Neurolucida 360 v1. (2022). https://doi.org/10.17504/protocols.io.6qpvr6k7zvmk/v1
"	SPARC
382	10.26275/cheq-otb2	Dataset	Intravenously injected AAV9 transduced interstitial cells of Cajal in mouse colon	doi:10.17504/protocols.io.bqavmse6	IsDocumentedBy	Protocol		"Multicolor adeno-associate virus labeling and 3D digital tracing of enteric plexus in mouse proximal colon v1. (2020). https://doi.org/10.17504/protocols.io.bqavmse6
"	SPARC
382	10.26275/cheq-otb2	Dataset	Intravenously injected AAV9 transduced interstitial cells of Cajal in mouse colon	doi:10.17504/protocols.io.bqi2muge	IsDocumentedBy	Protocol		"Wang, L., pq Yuan, P.-Q., Liang, H., & Tache, Y. (2020). Immunofluorescent methods for antibody test in mouse colon v1. https://doi.org/10.17504/protocols.io.bqi2muge
"	SPARC
385	10.26275/1ito-vvqo	Dataset	Substance P-immunoreactive axons in the antrum-pylorus-duodenum of mice	doi:10.17504/protocols.io.e6nvwj41zlmk/v1	IsDocumentedBy	Protocol		"Topographical distribution and morphology of SP-IR axons in the antrum, pylorus, and duodenum of mice v1. (2023). https://doi.org/10.17504/protocols.io.e6nvwj41zlmk/v1
"	SPARC
386	10.26275/pc5x-w5l3	Dataset	Transduction of systemically administered adeno-associated virus in the colonic enteric nervous system of adult mice	doi:10.17504/protocols.io.84ahyse	IsDocumentedBy	Protocol		"C. Challis, R., Ravindra Kumar, S., Y. Chan, K., Challis, C., Beadle, K., J. Jang, M., Min Kim, H., S. Rajendran, P., D. Tompkins, J., Shivkumar, K., E. Deverman, B., & Gradinaru, V. (2019). Systemic AAV vectors for widespread and targeted gene delivery in rodents v1. https://doi.org/10.17504/protocols.io.84ahyse
"	SPARC
386	10.26275/pc5x-w5l3	Dataset	Transduction of systemically administered adeno-associated virus in the colonic enteric nervous system of adult mice	doi:10.17504/protocols.io.bqavmse6	IsDocumentedBy	Protocol		"Multicolor adeno-associate virus labeling and 3D digital tracing of enteric plexus in mouse proximal colon v1. (2020). https://doi.org/10.17504/protocols.io.bqavmse6
"	SPARC
386	10.26275/pc5x-w5l3	Dataset	Transduction of systemically administered adeno-associated virus in the colonic enteric nervous system of adult mice	doi:10.17504/protocols.io.bqi2muge	IsDocumentedBy	Protocol		"Wang, L., pq Yuan, P.-Q., Liang, H., & Tache, Y. (2020). Immunofluorescent methods for antibody test in mouse colon v1. https://doi.org/10.17504/protocols.io.bqi2muge
"	SPARC
383	10.26275/xw1e-oea3	Dataset	Light microscopic analysis of synaptic input to neurons in the rat major pelvic ganglion	doi:10.17504/protocols.io.w2xfgfn	IsDocumentedBy	Protocol		"R Keast, J., & B Osborne, P. (2019). Use of tracer dyes to label neural projections to lower urinary tract organs v1. https://doi.org/10.17504/protocols.io.w2xfgfn
"	SPARC
383	10.26275/xw1e-oea3	Dataset	Light microscopic analysis of synaptic input to neurons in the rat major pelvic ganglion	doi:10.17504/protocols.io.bahzib76	IsDocumentedBy	Protocol		"R Keast, J., B Osborne, P., & Wiedmann, N. (2019). Intracardiac perfusion with fixative for anatomical studies v1. https://doi.org/10.17504/protocols.io.bahzib76
"	SPARC
383	10.26275/xw1e-oea3	Dataset	Light microscopic analysis of synaptic input to neurons in the rat major pelvic ganglion	doi:10.17504/protocols.io.bakcicsw	IsDocumentedBy	Protocol		"R Keast, J., & B Osborne, P. (2019). Immunohistochemical labeling of thick cryosections from pelvic ganglia v1. https://doi.org/10.17504/protocols.io.bakcicsw
"	SPARC
383	10.26275/xw1e-oea3	Dataset	Light microscopic analysis of synaptic input to neurons in the rat major pelvic ganglion	doi:10.17504/protocols.io.bakdics6	IsDocumentedBy	Protocol		"R Keast, J., & B Osborne, P. (2019). Confocal microscopy and characterization of synaptic boutons associated with ganglion neurons v1. https://doi.org/10.17504/protocols.io.bakdics6
"	SPARC
383	10.26275/xw1e-oea3	Dataset	Light microscopic analysis of synaptic input to neurons in the rat major pelvic ganglion	doi:10.17504/protocols.io.bakiicue	IsDocumentedBy	Protocol		"R Keast, J., & B Osborne, P. (2019). Light microscopic analysis of synaptic input to neurons in the rat major pelvic ganglion [keast-003] v1. https://doi.org/10.17504/protocols.io.bakiicue
"	SPARC
387	10.26275/hipp-yfnn	Dataset	Vasculature in mouse colon and relationship with enteric nervous system glia and macrophages	doi:10.17504/protocols.io.bqi2muge	IsDocumentedBy	Protocol		"Wang, L., pq Yuan, P.-Q., Liang, H., & Tache, Y. (2020). Immunofluorescent methods for antibody test in mouse colon v1. https://doi.org/10.17504/protocols.io.bqi2muge
"	SPARC
388	10.26275/3enb-ctj6	Dataset	Vagal preganglionic axons arborize in myenteric plexus into two patterns generating nitrergic and non-nitrergic postganglionic motor units	doi:10.17504/protocols.io.2iqgcdw	IsDocumentedBy	Protocol		"Jaffey, D., Powley, T., Mcadams, J., & Phillips, R. (2019). High resolution labeling of vagal efferent fibers using Dextran-Biotin with counterstaining v1. https://doi.org/10.17504/protocols.io.2iqgcdw
"	SPARC
208	10.26275/rdr5-x5bo	Dataset	Transcriptomic and neurochemical analysis of the stellate ganglia in mice highlights sex differences	doi:10.1038/s41598-018-27306-3	Describes	Originating Publication		"Bayles, R. G., Olivas, A., Denfeld, Q., Woodward, W. R., Fei, S. S., Gao, L., & Habecker, B. A. (2018). Transcriptomic and neurochemical analysis of the stellate ganglia in mice highlights sex differences. Scientific Reports, 8(1). https://doi.org/10.1038/s41598-018-27306-3
"	SPARC
378	10.26275/t2ve-vu9o	Dataset	Targeting bladder function with network-specific epidural stimulation after chronic spinal cord injury	doi:10.17504/protocols.io.8epv5x2w6g1b/v1	IsDocumentedBy	Protocol		"Medina Aguinaga, D., & N. Herrity, A. (2023). Spinal cord epidural stimulation to control bladderin spinal cord injury patients  v1. https://doi.org/10.17504/protocols.io.8epv5x2w6g1b/v1
"	SPARC
378	10.26275/t2ve-vu9o	Dataset	Targeting bladder function with network-specific epidural stimulation after chronic spinal cord injury	doi:10.17504/protocols.io.8epv5x2w6g1b/v2	IsDocumentedBy	Protocol		"Medina Aguinaga, D., & N. Herrity, A. (2024). Spinal cord epidural stimulation to control bladderin spinal cord injury patients  v2. https://doi.org/10.17504/protocols.io.8epv5x2w6g1b/v2
"	SPARC
86	10.26275/mgyp-rlmr	Dataset	Excitation properties of computational models of unmyelinated peripheral axons	doi:10.1152/jn.00315.2020	Describes	Originating Publication		"Pelot, N. A., Catherall, D. C., Thio, B. J., Titus, N. D., Liang, E. D., Henriquez, C. S., & Grill, W. M. (2021). Excitation properties of computational models of unmyelinated peripheral axons. Journal of Neurophysiology, 125(1), 86â104. https://doi.org/10.1152/jn.00315.2020
"	SPARC
157	10.26275/ybmm-6crq	Dataset	Fabbri-based composite SAN model	doi:10.1113/jp273259	Describes	Originating Publication		"Fabbri, A., Fantini, M., Wilders, R., & Severi, S. (2017). Computational analysis of the human sinus node action potential: model development and effects of mutations. The Journal of Physiology, 595(7), 2365â2396. Portico. https://doi.org/10.1113/jp273259
"	SPARC
135	10.26275/je6r-kbu8	Dataset	Computational analysis of the human sinus node action potential - Model development and effects of mutations	doi:10.1113/jp273259	Describes	Originating Publication		"Fabbri, A., Fantini, M., Wilders, R., & Severi, S. (2017). Computational analysis of the human sinus node action potential: model development and effects of mutations. The Journal of Physiology, 595(7), 2365â2396. Portico. https://doi.org/10.1113/jp273259
"	SPARC
